datetime,Pipeline_A_S1_dni,Pipeline_A_S1_dhi,Pipeline_A_S2_poa,Pipeline_A_S3_tcell,Pipeline_A_S4_pdc,Pipeline_A_S5_pac,Pipeline_B_S1_dni,Pipeline_B_S1_dhi,Pipeline_B_S2_poa,Pipeline_B_S3_tcell,Pipeline_B_S4_pdc,Pipeline_B_S5_pac,Pipeline_C_S1_dni,Pipeline_C_S1_dhi,Pipeline_C_S2_poa,Pipeline_C_S3_tcell,Pipeline_C_S4_pdc,Pipeline_C_S5_pac
2005-01-01 10:00:00+00:00,40.34846888402451,242.87177878454588,267.08340032390475,37.738010603855656,1519.4646268246763,1477.1351349082552,50.82746754967644,237.07286232514673,270.0552097055809,37.12150647243783,1523.1000927475245,1480.6924231198318,40.99224206860751,242.515524619877,266.52964356626813,36.87639282667691,1434.1848037914087,1371.3776870619483
2005-01-01 11:00:00+00:00,14.573759021873787,133.5265672174024,139.21938760509542,33.517200300345905,806.3015299887143,777.7038111701598,16.285026304503564,132.91909688346482,139.38290680400286,33.41599930468986,780.5408909354821,752.3794511255128,20.175245313546306,131.53813631435844,139.29634122222726,33.396278437406835,723.5901400519526,678.3081315423628
2005-01-01 12:00:00+00:00,0.7253898456596035,13.80555045276515,13.902571111148102,28.700409556041855,82.14401456597552,64.22341127066002,0.0,13.9,13.743818585722158,28.717846414912806,70.27198871425335,52.49900698771373,1.0143932428097922,13.767920700744913,13.912508468392893,28.730792072176573,53.170514731149936,21.557503935670454
2005-01-01 13:00:00+00:00,0.0,0.0,0.0,27.02,0.0,0.0,0.0,0.0,0.0,27.02,0.0,0.0,0.0,0.0,0.0,27.02,0.0,0.0
2005-01-01 14:00:00+00:00,0.0,0.0,0.0,25.96,0.0,0.0,0.0,0.0,0.0,25.96,-0.0,0.0,0.0,0.0,0.0,25.96,0.0,0.0
2005-01-01 15:00:00+00:00,0.0,0.0,0.0,25.72,0.0,0.0,0.0,0.0,0.0,25.72,-0.0,0.0,0.0,0.0,0.0,25.72,0.0,0.0
2005-01-01 16:00:00+00:00,0.0,0.0,0.0,25.01,0.0,0.0,0.0,0.0,0.0,25.01,-0.0,0.0,0.0,0.0,0.0,25.01,0.0,0.0
2005-01-01 17:00:00+00:00,0.0,0.0,0.0,24.55,0.0,0.0,0.0,0.0,0.0,24.55,-0.0,0.0,0.0,0.0,0.0,24.55,0.0,0.0
2005-01-01 18:00:00+00:00,0.0,0.0,0.0,24.36,0.0,0.0,0.0,0.0,0.0,24.36,-0.0,0.0,0.0,0.0,0.0,24.36,0.0,0.0
2005-01-01 19:00:00+00:00,0.0,0.0,0.0,24.97,0.0,0.0,0.0,0.0,0.0,24.97,-0.0,0.0,0.0,0.0,0.0,24.97,0.0,0.0
2005-01-01 20:00:00+00:00,0.0,0.0,0.0,23.85,0.0,0.0,0.0,0.0,0.0,23.85,0.0,0.0,0.0,0.0,0.0,23.85,0.0,0.0
2005-01-01 21:00:00+00:00,0.0,0.0,0.0,23.9,0.0,0.0,0.0,0.0,0.0,23.9,-0.0,0.0,0.0,0.0,0.0,23.9,0.0,0.0
2005-01-01 22:00:00+00:00,0.0,0.0,0.0,23.9,0.0,0.0,0.0,0.0,0.0,23.9,-0.0,0.0,0.0,0.0,0.0,23.9,0.0,0.0
2005-01-01 23:00:00+00:00,0.0,0.0,0.0,23.77,0.0,0.0,0.0,0.0,0.0,23.77,-0.0,0.0,0.0,0.0,0.0,23.77,0.0,0.0
2005-01-02 00:00:00+00:00,0.0,0.0,0.0,23.5,0.0,0.0,0.0,0.0,0.0,23.5,0.0,0.0,0.0,0.0,0.0,23.5,0.0,0.0
2005-01-02 01:00:00+00:00,0.0,32.25,32.179332450250726,24.15293022600422,193.68637692512831,174.33561098224413,0.0,32.25,29.95552290734703,23.875120653542183,163.67435882898798,144.71607671728214,0.0,32.25,32.179332450250726,23.883714068444736,148.2144502777934,114.83285399908598
2005-01-02 02:00:00+00:00,938.1297784703739,46.15982521885764,325.90274807757464,33.11410521229762,1890.6847610470438,1839.9442664641615,763.9232211147122,89.65719133972209,318.8146282501716,30.710684009505123,1859.0817645103634,1809.0910035572576,929.0298084821275,48.43198266388147,320.1748476858842,30.350730701966782,1790.213790223666,1717.4508520212346
2005-01-02 03:00:00+00:00,775.7182507967943,106.1039139245585,505.2903956613023,39.25636803294394,2856.019386908572,2779.3576720356077,864.1218467275909,65.1800536684205,507.97890452475383,35.541027796443586,2926.3150030187653,2847.53724672529,702.8649843444184,139.82920376270187,496.2337881461209,34.65733133515255,2789.7102986501973,2684.8050440854217
2005-01-02 04:00:00+00:00,829.9191571460428,132.7432357284265,709.0202406363615,46.59916191300222,3881.133865294247,3770.542478239675,875.938333727936,103.20731589637,712.4532283186348,41.53973050642011,4004.2028161384355,3889.094599682926,765.8140368368541,173.88703348645754,700.2304365473404,40.39523811028516,3904.656275795095,3756.600214723298
2005-01-02 05:00:00+00:00,816.0997113831086,164.24138303650236,839.8142288903791,52.28287765424402,4481.19008388245,4347.6774596444075,791.6299351086285,183.17941393463514,843.6789631447585,46.92978661427199,4622.9599447474475,4483.701890130702,749.2361683255095,215.98945911940677,830.5932969436225,45.6557437452626,4564.955640106717,4387.716944452555
2005-01-02 06:00:00+00:00,330.5800713590416,370.5359603524063,671.5598519914304,48.829862594995454,3639.7030540894016,3537.6964045130635,253.792253867836,435.82209236597214,673.2483897583672,45.048449913142775,3725.317131172448,3620.3081007807214,269.1556498368727,422.7599071107903,663.4832272030446,44.102595354603274,3639.1463532344774,3502.064064382733
2005-01-02 07:00:00+00:00,527.7747017181913,301.14368868320247,788.8591096838766,52.42922761923243,4206.493836038073,4083.7546660826583,430.99410579196433,384.9012993803301,793.2370523054592,47.09196744369389,4346.233402534227,4218.072896278107,449.85372155136395,368.57947020005395,778.5522038027832,45.81539397389416,4266.938034379518,4103.204672002291
2005-01-02 08:00:00+00:00,636.0817054812713,241.52717744415602,798.2983634100872,53.537252107362164,4235.349655344115,4111.501036021973,546.2926260213846,315.0251778334262,800.9930711918635,48.426231651717146,4361.8688958115445,4233.094171189269,556.0025616264978,307.07698574617774,787.8438689883203,47.200779357336295,4296.237571976087,4131.200801461843
2005-01-02 09:00:00+00:00,520.6817074073756,250.46399852448246,651.4820675714277,49.717249304979546,3516.8484373912283,3419.069776021136,475.20502276785066,282.87926231686146,655.1414237403146,45.7761581391149,3613.085183323497,3512.0026149817945,443.0722408693314,305.78314394059373,641.5330909789827,44.72856757878591,3505.352925691131,3373.635110021479
2005-01-02 10:00:00+00:00,304.9206366297486,247.36212823322776,434.42513695577,43.45708262606296,2411.161130837311,2347.1713811972327,317.14889327228036,240.57115803799434,438.5106104616177,41.08392010997565,2459.241324157597,2393.9418583640922,246.98591825716306,279.53621136205663,427.26747790713375,40.35398480442045,2331.155872818545,2241.7646980361374
2005-01-02 11:00:00+00:00,59.95097056405429,163.94234723233808,188.47733520601943,35.803337518350034,1081.120791986255,1047.6095391015817,98.41824925925121,150.2062202359653,193.2806559282384,35.026914579323645,1088.109403999373,1054.4670202370444,55.333303131583364,165.59125166308885,187.40580539585443,34.70107214052622,992.167643326578,940.6292110073065
2005-01-02 12:00:00+00:00,1.1914641663385495,17.94237888824574,18.115476825375623,29.363681834577175,106.7444174789597,88.51510714937751,0.0,18.1,17.89948047945703,29.309741471330838,92.54564437165237,74.49497594813742,1.559387903215882,17.893705541546947,18.12618749150768,29.306616608918603,72.85970279830283,40.88490552769798
2005-01-02 13:00:00+00:00,0.0,0.0,0.0,27.11,0.0,0.0,0.0,0.0,0.0,27.11,3.1176422042100443e-41,0.0,0.0,0.0,0.0,27.11,0.0,0.0
2005-01-02 14:00:00+00:00,0.0,0.0,0.0,25.8,0.0,0.0,0.0,0.0,0.0,25.8,3.514696833049709e-41,0.0,0.0,0.0,0.0,25.8,0.0,0.0
2005-01-02 15:00:00+00:00,0.0,0.0,0.0,25.93,0.0,0.0,0.0,0.0,0.0,25.93,-0.0,0.0,0.0,0.0,0.0,25.93,0.0,0.0
2005-01-02 16:00:00+00:00,0.0,0.0,0.0,24.75,0.0,0.0,0.0,0.0,0.0,24.75,-0.0,0.0,0.0,0.0,0.0,24.75,0.0,0.0
2005-01-02 17:00:00+00:00,0.0,0.0,0.0,23.99,0.0,0.0,0.0,0.0,0.0,23.99,-0.0,0.0,0.0,0.0,0.0,23.99,0.0,0.0
2005-01-02 18:00:00+00:00,0.0,0.0,0.0,23.57,0.0,0.0,0.0,0.0,0.0,23.57,2.573873735278139e-41,0.0,0.0,0.0,0.0,23.57,0.0,0.0
2005-01-02 19:00:00+00:00,0.0,0.0,0.0,23.43,0.0,0.0,0.0,0.0,0.0,23.43,0.0,0.0,0.0,0.0,0.0,23.43,0.0,0.0
2005-01-02 20:00:00+00:00,0.0,0.0,0.0,23.28,0.0,0.0,0.0,0.0,0.0,23.28,3.364112691898538e-41,0.0,0.0,0.0,0.0,23.28,0.0,0.0
2005-01-02 21:00:00+00:00,0.0,0.0,0.0,22.99,0.0,0.0,0.0,0.0,0.0,22.99,-0.0,0.0,0.0,0.0,0.0,22.99,0.0,0.0
2005-01-02 22:00:00+00:00,0.0,0.0,0.0,22.8,0.0,0.0,0.0,0.0,0.0,22.8,0.0,0.0,0.0,0.0,0.0,22.8,0.0,0.0
2005-01-02 23:00:00+00:00,0.0,0.0,0.0,22.67,0.0,0.0,0.0,0.0,0.0,22.67,0.0,0.0,0.0,0.0,0.0,22.67,0.0,0.0
2005-01-03 00:00:00+00:00,0.0,0.0,0.0,22.43,0.0,0.0,0.0,0.0,0.0,22.43,-0.0,0.0,0.0,0.0,0.0,22.43,0.0,0.0
2005-01-03 01:00:00+00:00,0.0,37.6,37.517609306338834,23.551735566319188,226.36497440491055,206.58042330815564,0.0,37.6,34.066018905082316,23.23369487300056,187.91419064798674,168.63934987392028,0.0,37.6,37.517609306338834,23.270868662229756,177.28500376467093,143.35129415406348
2005-01-03 02:00:00+00:00,728.1122444675825,62.28852341102694,279.6894274406677,31.298896303144378,1634.9114595568258,1590.058869915491,767.1414186987319,52.59644272373862,280.4835291890461,29.588631289502054,1638.0082461142601,1593.0868239744045,650.9964106774469,81.43863094174166,270.75719251211046,29.05265348691184,1506.779077208465,1442.005645995645
2005-01-03 03:00:00+00:00,603.5344686492284,143.66505884340992,454.97709425593064,37.96253607780347,2585.9305069411503,2517.1105135909474,694.4645268973677,101.66260122933431,460.3377580931203,35.27627864127798,2651.366471735105,2580.688645331497,523.5628670350792,180.6055807329004,445.3122129760766,34.417645158392766,2493.0675645475644,2398.3471392938823
2005-01-03 04:00:00+00:00,615.1125994671187,195.80206643422903,624.2746358033922,44.50800955064105,3448.9399523963775,3353.457678804345,617.3681659085281,194.35565886168865,628.6312786418416,40.75153759582116,3545.312163079541,3446.5623663384945,535.044925744162,247.14637066860672,614.2217115172228,39.71601674613016,3416.758859754837,3288.5322670261385
2005-01-03 05:00:00+00:00,615.7108016270545,236.06706956095496,747.3216045362858,49.70095431573131,4034.5077556384977,3918.2727127572207,552.2411589409992,285.18461185687346,750.3137440280598,45.63281925025766,4139.810730434285,4019.61540168387,535.639849877266,298.0319427318696,736.9878375494947,44.53424555103804,4051.5368725390886,3897.2226448099145
2005-01-03 06:00:00+00:00,391.86234441636594,349.35609726178063,706.133164018217,50.35091216875943,3801.0027148200534,3693.3011727642033,302.6954650808477,425.2073138336584,709.8407883572057,48.02617189279638,3875.032820059523,3764.662878122535,323.46443409573016,407.5398617655568,697.1504429827949,47.188700449706445,3784.824395172572,3641.7751216819693
2005-01-03 07:00:00+00:00,379.44044566987634,360.4092931729628,711.9226769610871,50.39723691032092,3831.3659480884294,3722.5741303452105,288.48083098689017,439.21514627807824,716.1243274205901,47.1040725806771,3925.6998275382234,3813.483776717841,312.3091379465656,418.57070902367303,703.0832238467119,46.11428347907723,3834.524151084643,3689.4091208850937
2005-01-03 08:00:00+00:00,303.0299882276698,365.7808756282068,632.4281902068126,48.48501604585193,3432.9138398661476,3337.9692826922396,238.74643754025666,418.4901063027994,634.5733944964808,45.65134714345311,3501.284639465461,3404.034838824125,245.36647138230032,413.0620164240894,624.9215825476701,44.8399444392676,3409.4024244452767,3281.4635420482145
2005-01-03 09:00:00+00:00,243.54156752299906,332.4814277414029,520.900363827737,45.32622013134222,2867.477541831926,2790.473028781067,214.48526217929947,353.2431269554106,523.9192968937957,42.80935015612827,2923.505047097852,2844.8124713052266,195.47147609038953,366.8291112375805,514.7566998617681,42.08103945503821,2815.054882678309,2709.254200894503
2005-01-03 10:00:00+00:00,92.96613774646197,265.2356730315056,322.11319218847075,39.379991818039144,1819.69211912892,1770.627042857725,107.86069907204781,256.93424533660743,325.02055130760453,37.66637886517629,1838.442733091529,1788.9382185102238,79.21397391261905,272.90038978411866,320.02603820767763,37.20885080522719,1739.898158858564,1668.589826239964
2005-01-03 11:00:00+00:00,18.054036774864024,140.21487968030127,147.40030354073147,33.817907689400364,852.6057730449485,823.2133794850083,24.27412226652001,137.9805869669751,147.78498637881708,33.01045469362923,831.1459439197722,802.1235176963738,23.355807016919314,138.31045141553798,147.4144014041973,32.847246192136446,771.5445127330985,725.1781648537813
2005-01-03 12:00:00+00:00,1.2992696044813092,19.025399907563013,19.218082454307883,28.97534356094254,113.42267432113893,95.10890395291433,0.0,19.2,18.987995765644918,28.88983244814263,98.71165020250407,80.58355959208727,1.6891030229329216,18.97301281972388,19.22901387026903,28.88055495462789,78.44690784154852,46.36900929446026
2005-01-03 13:00:00+00:00,0.0,0.0,0.0,27.02,0.0,0.0,0.0,0.0,0.0,27.02,0.0,0.0,0.0,0.0,0.0,27.02,0.0,0.0
2005-01-03 14:00:00+00:00,0.0,0.0,0.0,26.05,0.0,0.0,0.0,0.0,0.0,26.05,-0.0,0.0,0.0,0.0,0.0,26.05,0.0,0.0
2005-01-03 15:00:00+00:00,0.0,0.0,0.0,25.57,0.0,0.0,0.0,0.0,0.0,25.57,-0.0,0.0,0.0,0.0,0.0,25.57,0.0,0.0
2005-01-03 16:00:00+00:00,0.0,0.0,0.0,25.3,0.0,0.0,0.0,0.0,0.0,25.3,-0.0,0.0,0.0,0.0,0.0,25.3,0.0,0.0
2005-01-03 17:00:00+00:00,0.0,0.0,0.0,24.91,0.0,0.0,0.0,0.0,0.0,24.91,0.0,0.0,0.0,0.0,0.0,24.91,0.0,0.0
2005-01-03 18:00:00+00:00,0.0,0.0,0.0,24.52,0.0,0.0,0.0,0.0,0.0,24.52,0.0,0.0,0.0,0.0,0.0,24.52,0.0,0.0
2005-01-03 19:00:00+00:00,0.0,0.0,0.0,24.35,0.0,0.0,0.0,0.0,0.0,24.35,-0.0,0.0,0.0,0.0,0.0,24.35,0.0,0.0
2005-01-03 20:00:00+00:00,0.0,0.0,0.0,23.98,0.0,0.0,0.0,0.0,0.0,23.98,-0.0,0.0,0.0,0.0,0.0,23.98,0.0,0.0
2005-01-03 21:00:00+00:00,0.0,0.0,0.0,23.58,0.0,0.0,0.0,0.0,0.0,23.58,4.1506357819060784e-41,0.0,0.0,0.0,0.0,23.58,0.0,0.0
2005-01-03 22:00:00+00:00,0.0,0.0,0.0,23.29,0.0,0.0,0.0,0.0,0.0,23.29,-0.0,0.0,0.0,0.0,0.0,23.29,0.0,0.0
2005-01-03 23:00:00+00:00,0.0,0.0,0.0,23.07,0.0,0.0,0.0,0.0,0.0,23.07,-0.0,0.0,0.0,0.0,0.0,23.07,0.0,0.0
2005-01-04 00:00:00+00:00,0.0,0.0,0.0,22.89,0.0,0.0,0.0,0.0,0.0,22.89,-0.0,0.0,0.0,0.0,0.0,22.89,0.0,0.0
2005-01-04 01:00:00+00:00,0.0,39.55,39.463336384726084,23.904761682776495,237.76636709301727,217.82889345246218,0.0,39.55,35.24287711523626,23.495627074129537,194.4713793205761,175.11027159778598,0.0,39.55,39.463336384726084,23.524617512520564,187.48734435601455,153.35863001987474
2005-01-04 02:00:00+00:00,945.6416938338468,46.158750000000005,325.29974904549664,32.417564452335824,1892.6883538603738,1841.900115741874,761.2076108126852,91.71743071008157,317.67135323426044,29.52706175008137,1861.843863348746,1811.7878257399336,946.1143454231312,46.04199618481255,319.9317600176944,29.136598372606798,1797.5421994854933,1724.5660924473507
2005-01-04 03:00:00+00:00,934.0219353265865,84.83706904226759,562.0395250336796,39.82787701074485,3168.979243153497,3082.658472665162,925.5151652987367,88.75849711332637,562.440114541771,34.78696404541581,3253.8786060512575,3164.831537842462,920.0641375941952,91.27129726975797,555.9066530992477,33.90474859501045,3149.8530003829906,3031.850712460122
2005-01-04 04:00:00+00:00,917.0866462203636,117.56088414481988,752.3951887992039,46.29333686622245,4124.152915041239,4004.5508579662687,962.7287952639565,88.31488844719786,753.9464963894832,39.48880914670114,4274.612279770805,4149.245696879911,887.9001459626833,136.26263852867885,745.4243873052008,38.310937770660615,4199.465391740028,4038.7133847955965
2005-01-04 05:00:00+00:00,912.7277514794608,142.26040648228073,896.6242362545476,51.62629114090448,4798.619125378198,4652.067244086438,940.346980723843,120.88650268004858,898.0013496442438,43.55243942922242,4990.787938029074,4836.034885450896,880.4616617729457,167.23041166812502,889.324661642903,42.17267127701595,4964.663655881864,4768.4482186648775
2005-01-04 06:00:00+00:00,860.2801649575114,166.89717775274625,945.306603156667,54.63830498423782,4990.024762740279,4835.3047385372065,818.477547774333,202.47870765029506,949.3525305078211,46.3214294380593,5205.835642927783,5041.63020609141,804.0418169831431,214.766105458162,936.6826859190553,44.804746095981834,5184.220625425574,4977.160617006543
2005-01-04 07:00:00+00:00,724.2805651312323,219.11960202797013,887.5665742168799,54.90219278403231,4679.543177001421,4537.95678326108,599.3853943814771,327.4518514383718,889.3565340162581,47.581848435408816,4855.208713511198,4706.265840612879,646.9207167715003,286.22040613871474,877.3766320632992,46.16787882089501,4820.899605313083,4631.623455965332
2005-01-04 08:00:00+00:00,435.24194351091114,321.54878465121396,704.6919875292805,50.567388353676954,3789.5409677001403,3682.249486908402,346.56552651494576,394.38626578436816,707.1016857711704,44.942310685671664,3914.3815495689987,3802.579290434595,362.96641024763795,380.91482546330315,695.2812531699633,43.78188458065387,3825.2688938761207,3680.539714336175
2005-01-04 09:00:00+00:00,248.98287830092133,332.19914460454646,525.2229392545771,45.69544119718396,2886.5639094250023,2808.9865524217043,218.58615923547518,353.97285404004197,528.1090457231437,41.62086961095963,2962.9482217528407,2883.0554381874895,199.9470226047297,367.32439846997033,518.9808430722305,40.75244452447996,2854.2878039133116,2747.0931775639096
2005-01-04 10:00:00+00:00,55.91298284144882,254.97397853351623,289.0375126424831,38.75574363958891,1637.221078217756,1592.3171582209725,68.09953024965495,248.1571946852607,292.0974381779453,36.631296928194246,1655.0104745444307,1609.7100702446785,52.40687033585241,256.93519119677,288.04314541721095,36.17491922982759,1562.4596627346511,1496.155943339973
2005-01-04 11:00:00+00:00,5.036957460417066,99.82993995135604,101.69337094262264,32.69341528487803,591.0003971184931,565.9209284664075,0.0,101.65,101.08027378256726,32.035041699655345,561.9871772720024,537.3595711519914,7.632885139179196,98.89192443416864,101.76460603156144,31.933688964704253,516.6663010331288,475.90001563648593
2005-01-04 12:00:00+00:00,0.4402090178399308,11.289921439086804,11.344666944875003,28.795231770980084,67.00439367037997,49.27188729586838,0.0,11.35,11.221305492786339,28.752783772056393,56.722727547523434,39.11714190184465,0.684960920248777,11.256518347642555,11.353849425788411,28.74860009325942,41.41099211254824,10.01291663721307
2005-01-04 13:00:00+00:00,0.0,0.0,0.0,27.27,0.0,0.0,0.0,0.0,0.0,27.27,-0.0,0.0,0.0,0.0,0.0,27.27,0.0,0.0
2005-01-04 14:00:00+00:00,0.0,0.0,0.0,26.46,0.0,0.0,0.0,0.0,0.0,26.46,-0.0,0.0,0.0,0.0,0.0,26.46,0.0,0.0
2005-01-04 15:00:00+00:00,0.0,0.0,0.0,26.08,0.0,0.0,0.0,0.0,0.0,26.08,-0.0,0.0,0.0,0.0,0.0,26.08,0.0,0.0
2005-01-04 16:00:00+00:00,0.0,0.0,0.0,25.62,0.0,0.0,0.0,0.0,0.0,25.62,-0.0,0.0,0.0,0.0,0.0,25.62,0.0,0.0
2005-01-04 17:00:00+00:00,0.0,0.0,0.0,25.25,0.0,0.0,0.0,0.0,0.0,25.25,0.0,0.0,0.0,0.0,0.0,25.25,0.0,0.0
2005-01-04 18:00:00+00:00,0.0,0.0,0.0,24.85,0.0,0.0,0.0,0.0,0.0,24.85,0.0,0.0,0.0,0.0,0.0,24.85,0.0,0.0
2005-01-04 19:00:00+00:00,0.0,0.0,0.0,24.73,0.0,0.0,0.0,0.0,0.0,24.73,-0.0,0.0,0.0,0.0,0.0,24.73,0.0,0.0
2005-01-04 20:00:00+00:00,0.0,0.0,0.0,24.59,0.0,0.0,0.0,0.0,0.0,24.59,-0.0,0.0,0.0,0.0,0.0,24.59,0.0,0.0
2005-01-04 21:00:00+00:00,0.0,0.0,0.0,24.54,0.0,0.0,0.0,0.0,0.0,24.54,-0.0,0.0,0.0,0.0,0.0,24.54,0.0,0.0
2005-01-04 22:00:00+00:00,0.0,0.0,0.0,24.35,0.0,0.0,0.0,0.0,0.0,24.35,-0.0,0.0,0.0,0.0,0.0,24.35,0.0,0.0
2005-01-04 23:00:00+00:00,0.0,0.0,0.0,24.25,0.0,0.0,0.0,0.0,0.0,24.25,-0.0,0.0,0.0,0.0,0.0,24.25,0.0,0.0
2005-01-05 00:00:00+00:00,0.0,0.0,0.0,24.11,0.0,0.0,0.0,0.0,0.0,24.11,-0.0,0.0,0.0,0.0,0.0,24.11,0.0,0.0
2005-01-05 01:00:00+00:00,0.0,35.8,35.72155354167367,24.92031042874592,214.34128740512077,194.7171215655074,0.0,35.8,32.04560666645915,24.572656120990988,175.0584991270762,155.95200577680424,0.0,35.8,35.72155354167367,24.60377280049257,166.29272834656126,132.56840105541957
2005-01-05 02:00:00+00:00,605.8779944539159,76.15023094218004,256.2606320227736,31.485291316466753,1496.7997082843908,1454.9557361912882,738.1536783527421,43.642335021232356,260.54942689865004,29.581319949352853,1518.4077933169954,1476.101012175765,525.8831818497194,95.80964955718379,247.1284852340113,28.982180989799737,1367.7308517956458,1306.6951342993361
2005-01-05 03:00:00+00:00,683.193929388184,125.21784074459335,475.2966664981453,38.406522268933294,2696.2958290308884,2624.326824323823,782.8406649118012,79.37116062561046,479.7809623818675,34.51768437086782,2774.1965900166497,2699.9588481990854,603.9410506064036,161.68146760526096,465.80030248796186,33.61896350738932,2621.5939580030936,2522.527621056531
2005-01-05 04:00:00+00:00,447.2484929538966,247.1607319646052,559.0563178064044,42.02076557839394,3122.3909672583864,3037.5470208919355,421.65316122914027,263.55034184202003,560.6036387529927,37.254419980512864,3208.5460900916087,3120.9603734663497,374.0440188805381,294.0361850451062,549.9061724984365,36.30416535466631,3085.626381302587,2970.0185911651265
2005-01-05 05:00:00+00:00,576.7920885710442,250.84478335037744,729.882305083198,47.50023213535236,3979.3621869631847,3865.1733190456825,517.1082838723177,297.0367514701467,733.3719607967874,41.17069606618173,4128.029614740117,4008.280813569869,497.2715698189984,312.3892724392305,719.6809827054294,39.933133053275775,4024.282541165122,3871.1396332589657
2005-01-05 06:00:00+00:00,428.9182836320183,335.8666377053046,726.5140304429556,48.1644597999634,3949.280599141598,3836.1998622594283,333.0294568474228,417.54044092737564,729.3676793390073,41.76793914330965,4094.7802862720446,3976.287001829071,357.1573125123321,396.98941530920723,717.1463019615813,40.56142333711126,3999.8853934747303,3847.787111287416
2005-01-05 07:00:00+00:00,300.0319093038311,388.3388869744854,666.8717896555224,48.006453022285086,3627.628006320817,3526.041112092289,226.17573301181397,452.4788897598854,669.5329519532424,42.81255517786902,3742.0551247205813,3636.453737185695,242.80292372534927,438.0390945765704,659.4017989620763,41.73904913283429,3649.5302265025557,3512.026961069026
2005-01-05 08:00:00+00:00,455.9354760047251,314.3245486353207,716.1598034133807,50.158462835157295,3858.321111069078,3748.556545252876,364.08074432467015,389.90901668335863,718.1494244272706,44.93359790816469,3975.542621975838,3861.494772140797,382.0960809952245,375.08474346362823,706.5762783416495,43.789611059263706,3889.6490275040132,3742.2248641873025
